COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
99,Nebraska,Kearney County,31,6495,6695,6674
101,Nebraska,Keith County,31,8034,8322,8279
103,Nebraska,Keya Paha County,31,806,763,787
105,Nebraska,Kimball County,31,3632,3401,3412
107,Nebraska,Knox County,31,49699,8383,8401
109,Nebraska,Lancaster County,31,319090,322910,324514
111,Nebraska,Lincoln County,31,13024,34551,34133
113,Nebraska,Logan County,31,21466,714,687
115,Nebraska,Loup County,31,664,606,604
117,Nebraska,McPherson County,31,28542,396,379
119,Nebraska,Madison County,31,372909,35473,35337
121,Nebraska,Merrick County,31,7755,7659,7665
123,Nebraska,Morrill County,31,4642,4539,4574
125,Nebraska,Nance County,31,3519,3382,3390
127,Nebraska,Nemaha County,31,10231,7088,7064
129,Nebraska,Nuckolls County,31,4148,4081,4060
131,Nebraska,Otoe County,31,16012,15892,15930
133,Nebraska,Pawnee County,31,6414,2536,2548
135,Nebraska,Perkins County,31,2891,2851,2832
137,Nebraska,Phelps County,31,44573,8968,8937
139,Nebraska,Pierce County,31,19465,7328,7313
141,Nebraska,Platte County,31,104418,34280,34241
143,Nebraska,Polk County,31,19964,5225,5174
145,Nebraska,Red Willow County,31,10724,10671,10623
147,Nebraska,Richardson County,31,7865,7836,7759
149,Nebraska,Rock County,31,9315,1267,1264
151,Nebraska,Saline County,31,122437,14249,14192
153,Nebraska,Sarpy County,31,187196,191114,193418
155,Nebraska,Saunders County,31,21578,22361,22787
157,Nebraska,Scotts Bluff County,31,35618,36002,35745
159,Nebraska,Seward County,31,21428,17605,17603
161,Nebraska,Sheridan County,31,2521,5097,5095
163,Nebraska,Sherman County,31,5917,2956,2964
165,Nebraska,Sioux County,31,34855,1144,1143
167,Nebraska,Stanton County,31,2006,5824,5816
169,Nebraska,Thayer County,31,5003,5013,4913
171,Nebraska,Thomas County,31,44451,671,673
173,Nebraska,Thurston County,31,7224,6769,6620
175,Nebraska,Valley County,31,11392,4048,4066
177,Nebraska,Washington County,31,16326,20904,20969
179,Nebraska,Wayne County,31,29927,9687,9784
181,Nebraska,Webster County,31,2607,3387,3411
183,Nebraska,Wheeler County,31,7855,773,795
185,Nebraska,York County,31,207641,14084,14244
1,Nevada,Churchill County,32,24909,25539,25723
3,Nevada,Clark County,32,22320,2273386,2292476
5,Nevada,Douglas County,32,351154,49468,49870
7,Nevada,Elko County,32,52778,53750,53915
9,Nevada,Esmeralda County,32,873,730,743
11,Nevada,Eureka County,32,2029,1847,1903
13,Nevada,Humboldt County,32,135558,17283,17648
15,Nevada,Lander County,32,5532,5725,5798
17,Nevada,Lincoln County,32,13024,4502,4525
19,Nevada,Lyon County,32,11755,59431,60903
21,Nevada,Mineral County,32,769,4553,4586
23,Nevada,Nye County,32,46523,51968,53450
27,Nevada,Pershing County,32,6725,6639,6741
29,Nevada,Storey County,32,4123,4106,4143
31,Nevada,Washoe County,32,471519,487388,493392
33,Nevada,White Pine County,32,9580,9079,9182
510,Nevada,Carson City,32,55916,58677,58993
1,New Hampshire,Belknap County,33,61303,63743,64460
3,New Hampshire,Carroll County,33,28380,50212,51500
5,New Hampshire,Cheshire County,33,76085,76501,77329
7,New Hampshire,Coos County,33,31563,31173,31289
9,New Hampshire,Grafton County,33,89886,91123,92201
11,New Hampshire,Hillsborough County,33,1471968,422705,424079
13,New Hampshire,Merrimack County,33,151391,153922,155238
15,New Hampshire,Rockingham County,33,309769,314430,316947
17,New Hampshire,Strafford County,33,130633,131006,132416
19,New Hampshire,Sullivan County,33,20669,43033,43533
1,New Jersey,Atlantic County,34,263670,274191,274966
3,New Jersey,Bergen County,34,932202,954774,953819
5,New Jersey,Burlington County,34,445349,461862,464269
7,New Jersey,Camden County,34,54666,523204,523771
9,New Jersey,Cape May County,34,92039,95077,95661
11,New Jersey,Cumberland County,34,10766,153848,153627
13,New Jersey,Essex County,34,789034,862032,854917
15,New Jersey,Gloucester County,34,291636,302607,304477
17,New Jersey,Hudson County,34,672391,722655,702463
19,New Jersey,Hunterdon County,34,124371,128839,129924
21,New Jersey,Mercer County,34,15437,386759,385898
23,New Jersey,Middlesex County,34,162436,861908,860807
25,New Jersey,Monmouth County,34,618795,643163,645354
27,New Jersey,Morris County,34,5620,509001,510981
29,New Jersey,Ocean County,34,607186,638824,648998
31,New Jersey,Passaic County,34,501826,523100,518117
33,New Jersey,Salem County,34,62385,64859,65046
35,New Jersey,Somerset County,34,50484,345014,345647
37,New Jersey,Sussex County,34,234225,144082,145543
39,New Jersey,Union County,34,38682,574349,572114
41,New Jersey,Warren County,34,5254,109595,110731
1,New Mexico,Bernalillo County,35,679121,676581,674393
3,New Mexico,Catron County,35,3527,3612,3731
5,New Mexico,Chaves County,35,64615,65168,64629
6,New Mexico,Cibola County,35,26675,27076,27184
7,New Mexico,Colfax County,35,10709,12332,12369
9,New Mexico,Curry County,35,48954,48325,47999
11,New Mexico,De Baca County,35,1748,1678,1680
13,New Mexico,Do�a Ana County,35,218195,219899,221508
15,New Mexico,Eddy County,35,58460,62257,60911
17,New Mexico,Grant County,35,18265,28209,27889
19,New Mexico,Guadalupe County,35,4300,4447,4449
21,New Mexico,Harding County,35,625,660,639
23,New Mexico,Hidalgo County,35,4198,4149,4074
25,New Mexico,Lea County,35,71070,74586,73004
27,New Mexico,Lincoln County,35,13024,20296,20436
28,New Mexico,Los Alamos County,35,19369,19424,19330
29,New Mexico,Luna County,35,23709,25420,25532
31,New Mexico,McKinley County,35,71367,72630,71780
33,New Mexico,Mora County,35,4521,4184,4196
35,New Mexico,Otero County,35,18278,67861,68537
37,New Mexico,Quay County,35,8253,8721,8656
39,New Mexico,Rio Arriba County,35,38921,40264,40179
41,New Mexico,Roosevelt County,35,11004,19118,19019
43,New Mexico,Sandoval County,35,146748,149218,151369
45,New Mexico,San Juan County,35,728,121429,120993
47,New Mexico,San Miguel County,35,8179,27115,27150
49,New Mexico,Santa Fe County,35,150358,154977,155201
51,New Mexico,Sierra County,35,3005,11526,11502
53,New Mexico,Socorro County,35,16637,16565,16311
55,New Mexico,Taos County,35,32723,34392,34623
57,New Mexico,Torrance County,35,15461,15051,15307
59,New Mexico,Union County,35,38682,4067,4107
61,New Mexico,Valencia County,35,76688,76329,77190
1,New York,Albany County,36,305506,314368,313743
3,New York,Allegany County,36,70416,46373,46106
5,New York,Bronx County,36,1418207,1466438,1424948
7,New York,Broome County,36,190488,198199,197240
9,New York,Cattaraugus County,36,76117,76907,76426
11,New York,Cayuga County,36,76576,76095,75880
13,New York,Chautauqua County,36,3250,127424,126807
15,New York,Chemung County,36,83456,83882,83045
17,New York,Chenango County,36,47207,47073,46537
19,New York,Clinton County,36,37562,79715,79596
21,New York,Columbia County,36,23457,61550,61778
23,New York,Cortland County,36,47581,46723,46311
25,New York,Delaware County,36,114135,44186,44378
27,New York,Dutchess County,36,294218,295742,297112
29,New York,Erie County,36,918702,953254,950683
31,New York,Essex County,36,789034,37336,37268
33,New York,Franklin County,36,31362,47527,47456
35,New York,Fulton County,36,12477,53160,53116
37,New York,Genesee County,36,405813,58258,57853
39,New York,Greene County,36,8111,47890,48499
41,New York,Hamilton County,36,14428,5078,5119
43,New York,Herkimer County,36,61319,60007,59937
45,New York,Jefferson County,36,658573,116134,116295
47,New York,Kings County,36,152940,2727393,2641052
49,New York,Lewis County,36,3838,26538,26573
51,New York,Livingston County,36,35648,61699,61578
53,New York,Madison County,36,372909,67890,67658
55,New York,Monroe County,36,20733,758554,755160
57,New York,Montgomery County,36,226486,49433,49558
59,New York,Nassau County,36,88625,1393978,1390907
61,New York,New York County,36,1628706,1687834,1576876
63,New York,Niagara County,36,209281,212252,211653
65,New York,Oneida County,36,4531,231695,230274
67,New York,Onondaga County,36,460528,475653,473236
69,New York,Ontario County,36,109777,112475,112508
71,New York,Orange County,36,3175692,401322,404525
73,New York,Orleans County,36,40352,40236,40191
75,New York,Oswego County,36,117124,117351,117387
77,New York,Otsego County,36,24668,58351,58123
79,New York,Putnam County,36,74521,97660,97936
81,New York,Queens County,36,2253858,2395791,2331143
83,New York,Rensselaer County,36,158714,160923,160232
85,New York,Richmond County,36,202518,495522,493494
87,New York,Rockland County,36,325789,338121,339227
89,New York,St. Lawrence County,36,107740,108311,108051
91,New York,Saratoga County,36,229863,235689,237359
93,New York,Schenectady County,36,155299,157861,158089
95,New York,Schoharie County,36,30999,29720,29863
97,New York,Schuyler County,36,6768,17857,17752
99,New York,Seneca County,36,34016,33715,33688
101,New York,Steuben County,36,34594,93363,92948
103,New York,Suffolk County,36,803907,1524099,1526344
105,New York,Sullivan County,36,20669,78643,79806
107,New York,Tioga County,36,48203,48355,47980
109,New York,Tompkins County,36,102180,105404,105162
111,New York,Ulster County,36,177573,181687,182951
113,New York,Warren County,36,5254,65638,65618
115,New York,Washington County,36,16326,61143,60956
117,New York,Wayne County,36,29927,91103,90923
119,New York,Westchester County,36,967506,1003245,997895
121,New York,Wyoming County,36,39859,40401,40491
123,New York,Yates County,36,24913,24709,24613
1,North Carolina,Alamance County,37,169509,171842,173877
3,North Carolina,Alexander County,37,5761,36430,36644
5,North Carolina,Alleghany County,37,11137,10899,11049
7,North Carolina,Anson County,37,24446,22030,22060
9,North Carolina,Ashe County,37,27203,26569,26711
11,North Carolina,Avery County,37,17557,17798,17864
13,North Carolina,Beaufort County,37,46994,44618,44468
15,North Carolina,Bertie County,37,18947,17851,17505
17,North Carolina,Bladen County,37,32722,29599,29525
19,North Carolina,Brunswick County,37,142820,138084,144215
21,North Carolina,Buncombe County,37,261191,269621,271534
23,North Carolina,Burke County,37,22383,87546,87611
25,North Carolina,Cabarrus County,37,216453,227065,231278
27,North Carolina,Caldwell County,37,12747,80512,80463
29,North Carolina,Camden County,37,54666,10398,10835
31,North Carolina,Carteret County,37,69473,67656,68541
33,North Carolina,Caswell County,37,22604,22694,22714
35,North Carolina,Catawba County,37,159551,160747,161723
37,North Carolina,Chatham County,37,289430,76611,77889
39,North Carolina,Cherokee County,37,26196,28833,29167
41,North Carolina,Chowan County,37,13943,13666,13722
43,North Carolina,Clay County,37,13235,11118,11309
45,North Carolina,Cleveland County,37,7956,99725,100359
47,North Carolina,Columbus County,37,55508,50505,50092
49,North Carolina,Craven County,37,102139,100552,100674
51,North Carolina,Cumberland County,37,10766,334370,335508
53,North Carolina,Currituck County,37,27763,28385,29653
55,North Carolina,Dare County,37,37009,37001,37826
57,North Carolina,Davidson County,37,167609,169131,170637
59,North Carolina,Davie County,37,42846,42806,43533
61,North Carolina,Duplin County,37,58741,48675,48515
63,North Carolina,Durham County,37,321488,325602,326126
65,North Carolina,Edgecombe County,37,51472,48697,48359
67,North Carolina,Forsyth County,37,244252,382733,385523
69,North Carolina,Franklin County,37,31362,69060,71703
71,North Carolina,Gaston County,37,224529,228269,230856
73,North Carolina,Gates County,37,11562,10452,10366
75,North Carolina,Graham County,37,38837,8016,8043
77,North Carolina,Granville County,37,60443,61041,61986
79,North Carolina,Greene County,37,8111,20444,20417
81,North Carolina,Guilford County,37,537174,541347,542410
83,North Carolina,Halifax County,37,50010,48495,48272
85,North Carolina,Harnett County,37,135976,133761,135966
87,North Carolina,Haywood County,37,62317,62131,62476
89,North Carolina,Henderson County,37,6646,116493,116829
91,North Carolina,Hertford County,37,23677,21451,21278
93,North Carolina,Hoke County,37,55234,52223,53114
95,North Carolina,Hyde County,37,4937,4549,4508
97,North Carolina,Iredell County,37,181806,187630,191968
99,North Carolina,Jackson County,37,51626,43134,43410
101,North Carolina,Johnston County,37,209339,217612,226504
103,North Carolina,Jones County,37,28735,9156,9255
105,North Carolina,Lee County,37,164542,63387,64138
107,North Carolina,Lenoir County,37,55949,54995,54706
109,North Carolina,Lincoln County,37,13024,87190,89670
111,North Carolina,McDowell County,37,45756,44536,44717
113,North Carolina,Macon County,37,18068,37049,37564
115,North Carolina,Madison County,37,372909,21209,21502
117,North Carolina,Martin County,37,161000,21949,21754
119,North Carolina,Mecklenburg County,37,1110356,1118340,1122276
121,North Carolina,Mitchell County,37,21863,14881,14963
123,North Carolina,Montgomery County,37,226486,25720,25798
125,North Carolina,Moore County,37,100880,100168,102763
127,North Carolina,Nash County,37,94298,95027,95176
129,North Carolina,New Hanover County,37,234473,226060,229018
131,North Carolina,Northampton County,37,19483,17438,17129
133,North Carolina,Onslow County,37,197938,204735,206160
135,North Carolina,Orange County,37,3175692,148792,148884
137,North Carolina,Pamlico County,37,12726,12280,12344
139,North Carolina,Pasquotank County,37,39824,40645,40821
141,North Carolina,Pender County,37,63060,60563,62815
143,North Carolina,Perquimans County,37,13463,12997,13130
145,North Carolina,Person County,37,39490,39146,39127
147,North Carolina,Pitt County,37,180742,170570,172169
149,North Carolina,Polk County,37,19964,19372,19656
151,North Carolina,Randolph County,37,22722,144334,145172
153,North Carolina,Richmond County,37,202518,42879,42724
155,North Carolina,Robeson County,37,130625,116361,116328
157,North Carolina,Rockingham County,37,309769,91080,91266
159,North Carolina,Rowan County,37,24460,147027,148150
161,North Carolina,Rutherford County,37,67029,64421,64586
163,North Carolina,Sampson County,37,63531,59021,58990
165,North Carolina,Scotland County,37,4902,34110,34227
167,North Carolina,Stanly County,37,62806,62609,63425
169,North Carolina,Stokes County,37,45591,44517,44553
171,North Carolina,Surry County,37,71783,71253,71152
173,North Carolina,Swain County,37,14271,14083,14136
175,North Carolina,Transylvania County,37,34385,33009,33165
177,North Carolina,Tyrrell County,37,4016,3232,3254
179,North Carolina,Union County,37,38682,239287,243648
181,North Carolina,Vance County,37,44535,42529,42185
183,North Carolina,Wake County,37,1111761,1133553,1150204
185,North Carolina,Warren County,37,5254,18598,18762
187,North Carolina,Washington County,37,16326,10955,10892
189,North Carolina,Watauga County,37,56177,54072,54234
191,North Carolina,Wayne County,37,29927,117226,116835
193,North Carolina,Wilkes County,37,9777,65871,65806
195,North Carolina,Wilson County,37,8525,78811,78369
197,North Carolina,Yadkin County,37,37667,37182,37192
199,North Carolina,Yancey County,37,18069,18475,18757
1,North Dakota,Adams County,38,517421,2188,2167
3,North Dakota,Barnes County,38,10415,10836,10806
5,North Dakota,Benson County,38,6832,5953,5809
7,North Dakota,Billings County,38,928,931,955
9,North Dakota,Bottineau County,38,6282,6377,6390
11,North Dakota,Bowman County,38,3024,2981,2903
13,North Dakota,Burke County,38,22383,2189,2158
15,North Dakota,Burleigh County,38,95626,98467,98933
17,North Dakota,Cass County,38,12147,184868,186562
19,North Dakota,Cavalier County,38,3762,3693,3662
21,North Dakota,Dickey County,38,4872,4959,4897
23,North Dakota,Divide County,38,2264,2198,2188
25,North Dakota,Dunn County,38,4424,4103,4035
27,North Dakota,Eddy County,38,58460,2333,2337
29,North Dakota,Emmons County,38,3241,3282,3271
31,North Dakota,Foster County,38,3210,3389,3364
33,North Dakota,Golden Valley County,38,821,1730,1770
35,North Dakota,Grand Forks County,38,69451,73062,72705
37,North Dakota,Grant County,38,18265,2281,2323
39,North Dakota,Griggs County,38,2231,2296,2281
41,North Dakota,Hettinger County,38,2499,2474,2430
43,North Dakota,Kidder County,38,2480,2384,2369
45,North Dakota,LaMoure County,38,4046,4083,4066
47,North Dakota,Logan County,38,21466,1885,1883
49,North Dakota,McHenry County,38,307774,5322,5249
51,North Dakota,McIntosh County,38,14378,2512,2513
53,North Dakota,McKenzie County,38,15024,14744,13819
55,North Dakota,McLean County,38,171517,9749,9796
57,North Dakota,Mercer County,38,15437,8330,8323
59,North Dakota,Morton County,38,2587,33333,33611
61,North Dakota,Mountrail County,38,10545,9765,9576
63,North Dakota,Nelson County,38,46233,2989,3054
65,North Dakota,Oliver County,38,1959,1866,1873
67,North Dakota,Pembina County,38,6801,6827,6767
69,North Dakota,Pierce County,38,19465,3968,3953
71,North Dakota,Ramsey County,38,550321,11555,11572
73,North Dakota,Ransom County,38,5218,5703,5675
75,North Dakota,Renville County,38,14548,2272,2266
77,North Dakota,Richland County,38,15513,16524,16560
79,North Dakota,Rolette County,38,14176,12162,12048
81,North Dakota,Sargent County,38,3898,3842,3829
83,North Dakota,Sheridan County,38,2521,1258,1268
85,North Dakota,Sioux County,38,34855,3884,3738
87,North Dakota,Slope County,38,750,701,690
89,North Dakota,Stark County,38,5342,33805,33046
91,North Dakota,Steele County,38,36649,1797,1810
93,North Dakota,Stutsman County,38,20704,21529,21576
95,North Dakota,Towner County,38,2189,2138,2140
97,North Dakota,Traill County,38,8036,7974,8003
99,North Dakota,Walsh County,38,10641,10520,10469
101,North Dakota,Ward County,38,67641,69847,69071
103,North Dakota,Wells County,38,28296,3955,3905
105,North Dakota,Williams County,38,37589,41149,38484
1,Ohio,Adams County,39,517421,27434,27542
3,Ohio,Allen County,39,379299,102059,101670
5,Ohio,Ashland County,39,53484,52420,52316
7,Ohio,Ashtabula County,39,97241,97413,97337
9,Ohio,Athens County,39,65327,62350,62056
11,Ohio,Auglaize County,39,45656,46411,46141
13,Ohio,Belmont County,39,67006,66235,65849
15,Ohio,Brown County,39,6578,43629,43662
17,Ohio,Butler County,39,19448,390600,390234
19,Ohio,Carroll County,39,28380,26689,26691
21,Ohio,Champaign County,39,209689,38705,38699
23,Ohio,Clark County,39,22320,135719,135633
25,Ohio,Clermont County,39,206428,208635,209642
27,Ohio,Clinton County,39,37562,41962,42004
29,Ohio,Columbiana County,39,101883,101607,101310
31,Ohio,Coshocton County,39,36600,36548,36618
33,Ohio,Crawford County,39,63257,41928,41754
35,Ohio,Cuyahoga County,39,1235072,1261696,1249387
37,Ohio,Darke County,39,51113,51882,51597
39,Ohio,Defiance County,39,38087,38227,38144
41,Ohio,Delaware County,39,114135,215062,220740
43,Ohio,Erie County,39,918702,75429,74852
45,Ohio,Fairfield County,39,943332,159357,161064
47,Ohio,Fayette County,39,16302,28939,28906
49,Ohio,Franklin County,39,31362,1324013,1321414
51,Ohio,Fulton County,39,12477,42619,42450
53,Ohio,Gallia County,39,29898,29193,29158
55,Ohio,Geauga County,39,93649,95334,95565
57,Ohio,Greene County,39,8111,168025,168412
59,Ohio,Guernsey County,39,38875,38390,38287
61,Ohio,Hamilton County,39,14428,829909,826139
63,Ohio,Hancock County,39,8457,74830,74656
65,Ohio,Hardin County,39,3821,30725,30621
67,Ohio,Harrison County,39,40515,14493,14477
69,Ohio,Henry County,39,17205,27629,27538
71,Ohio,Highland County,39,43161,43321,43354
73,Ohio,Hocking County,39,28264,27999,28097
75,Ohio,Holmes County,39,19617,44194,44271
77,Ohio,Huron County,39,30981,58439,58367
79,Ohio,Jackson County,39,51626,32642,32511
81,Ohio,Jefferson County,39,658573,65107,64789
83,Ohio,Knox County,39,49699,62765,62897
85,Ohio,Lake County,39,64386,232410,232023
87,Ohio,Lawrence County,39,32924,58132,57445
89,Ohio,Licking County,39,176862,178680,180401
91,Ohio,Logan County,39,21466,46065,46035
93,Ohio,Lorain County,39,309833,313367,315595
95,Ohio,Lucas County,39,8600,430728,429191
97,Ohio,Madison County,39,372909,43823,44386
99,Ohio,Mahoning County,39,228683,227948,226762
101,Ohio,Marion County,39,29709,65363,65291
103,Ohio,Medina County,39,179746,182550,183092
105,Ohio,Meigs County,39,22907,22118,22049
107,Ohio,Mercer County,39,15437,42471,42309
109,Ohio,Miami County,39,35516,108821,109264
111,Ohio,Monroe County,39,20733,13354,13329
113,Ohio,Montgomery County,39,226486,536629,535840
115,Ohio,Morgan County,39,119679,13741,13682
117,Ohio,Morrow County,39,35328,34964,35151
119,Ohio,Muskingum County,39,86215,86342,86408
121,Ohio,Noble County,39,47744,14090,14176
123,Ohio,Ottawa County,39,5704,40260,40104
125,Ohio,Paulding County,39,168667,18804,18871
127,Ohio,Perry County,39,8923,35439,35460
129,Ohio,Pickaway County,39,58457,58628,59333
131,Ohio,Pike County,39,33114,27050,27089
133,Ohio,Portage County,39,162466,161775,162382
135,Ohio,Preble County,39,40882,40964,40867
137,Ohio,Putnam County,39,74521,34380,34318
139,Ohio,Richland County,39,15513,124840,125195
141,Ohio,Ross County,39,76666,76985,76891
143,Ohio,Sandusky County,39,58518,58832,58715
145,Ohio,Scioto County,39,75314,73720,73346
147,Ohio,Seneca County,39,34016,54990,54906
149,Ohio,Shelby County,39,217702,48119,47977
151,Ohio,Stark County,39,5342,374357,373834
153,Ohio,Summit County,39,31011,539530,537633
155,Ohio,Trumbull County,39,197974,201405,201335
157,Ohio,Tuscarawas County,39,91987,93063,92500
159,Ohio,Union County,39,38682,63077,64971
161,Ohio,Van Wert County,39,28275,28878,28732
163,Ohio,Vinton County,39,13085,12784,12696
165,Ohio,Warren County,39,5254,243004,246553
167,Ohio,Washington County,39,16326,59613,59423
169,Ohio,Wayne County,39,29927,116840,116710
171,Ohio,Williams County,39,37589,37025,36716
173,Ohio,Wood County,39,130817,132212,132472
175,Ohio,Wyandot County,39,21772,21854,21708
1,Oklahoma,Adair County,40,7152,19415,19414
3,Oklahoma,Alfalfa County,40,5702,5713,5710
5,Oklahoma,Atoka County,40,13758,14174,14324
7,Oklahoma,Beaver County,40,5311,5012,4980
9,Oklahoma,Beckham County,40,21859,22302,22046
11,Oklahoma,Blaine County,40,23021,8711,8562
13,Oklahoma,Bryan County,40,39627,46293,47105
15,Oklahoma,Caddo County,40,28762,26858,26368
17,Oklahoma,Canadian County,40,148306,155507,161737
19,Oklahoma,Carter County,40,26797,48003,48291
21,Oklahoma,Cherokee County,40,26196,47081,47627
23,Oklahoma,Choctaw County,40,12589,14196,14307
25,Oklahoma,Cimarron County,40,2137,2290,2248
27,Oklahoma,Cleveland County,40,7956,296019,297597
29,Oklahoma,Coal County,40,5495,5279,5276
31,Oklahoma,Comanche County,40,1700,121129,122063
33,Oklahoma,Cotton County,40,5666,5543,5480
35,Oklahoma,Craig County,40,14142,14146,14115
37,Oklahoma,Creek County,40,71522,71776,72029
39,Oklahoma,Custer County,40,5068,28423,28163
41,Oklahoma,Delaware County,40,114135,40400,41000
43,Oklahoma,Dewey County,40,4891,4466,4417
45,Oklahoma,Ellis County,40,28553,3745,3762
47,Oklahoma,Garfield County,40,60061,62629,61926
49,Oklahoma,Garvin County,40,27711,25627,25804
51,Oklahoma,Grady County,40,24633,54805,55508
53,Oklahoma,Grant County,40,18265,4168,4131
55,Oklahoma,Greer County,40,5712,5488,5487
57,Oklahoma,Harmon County,40,2653,2465,2418
59,Oklahoma,Harper County,40,5436,3255,3180
61,Oklahoma,Haskell County,40,3968,11549,11602
63,Oklahoma,Hughes County,40,13279,13334,13405
65,Oklahoma,Jackson County,40,51626,24731,24777
67,Oklahoma,Jefferson County,40,658573,5326,5438
69,Oklahoma,Johnston County,40,209339,10222,10301
71,Oklahoma,Kay County,40,43538,43541,43732
73,Oklahoma,Kingfisher County,40,15765,15151,15204
75,Oklahoma,Kiowa County,40,1406,8487,8410
77,Oklahoma,Latimer County,40,10073,9461,9427
79,Oklahoma,Le Flore County,40,49853,48131,48476
81,Oklahoma,Lincoln County,40,13024,33469,33829
83,Oklahoma,Logan County,40,21466,49726,50885
85,Oklahoma,Love County,40,10253,10143,10216
87,Oklahoma,McClain County,40,40474,41887,43516
89,Oklahoma,McCurtain County,40,32832,30786,30884
91,Oklahoma,McIntosh County,40,14378,18946,19245
93,Oklahoma,Major County,40,7629,7750,7668
95,Oklahoma,Marshall County,40,96774,15342,15594
97,Oklahoma,Mayes County,40,41100,39066,39159
99,Oklahoma,Murray County,40,40096,13869,13718
101,Oklahoma,Muskogee County,40,67997,66160,66146
103,Oklahoma,Noble County,40,47744,10900,10933
105,Oklahoma,Nowata County,40,10076,9296,9303
107,Oklahoma,Okfuskee County,40,11993,11238,11197
109,Oklahoma,Oklahoma County,40,797434,797296,798575
111,Oklahoma,Okmulgee County,40,38465,36679,36843
113,Oklahoma,Osage County,40,15949,45741,45772
115,Oklahoma,Ottawa County,40,5704,30209,30340
117,Oklahoma,Pawnee County,40,6414,15544,15741
119,Oklahoma,Payne County,40,81784,81592,81989
121,Oklahoma,Pittsburg County,40,43654,43727,43633
123,Oklahoma,Pontotoc County,40,32174,38077,38163
125,Oklahoma,Pottawatomie County,40,24383,72441,73019
127,Oklahoma,Pushmataha County,40,11096,10797,10815
129,Oklahoma,Roger Mills County,40,3583,3427,3386
131,Oklahoma,Rogers County,40,92459,95315,96695
133,Oklahoma,Seminole County,40,471826,23508,23567
135,Oklahoma,Sequoyah County,40,41569,39255,39508
137,Oklahoma,Stephens County,40,25925,42753,43129
139,Oklahoma,Texas County,40,25398,21283,20865
141,Oklahoma,Tillman County,40,7250,6956,7076
143,Oklahoma,Tulsa County,40,651552,670157,672858
145,Oklahoma,Wagoner County,40,81289,81377,84050
147,Oklahoma,Washington County,40,16326,52593,52772
149,Oklahoma,Washita County,40,10916,10903,10915
151,Oklahoma,Woods County,40,8793,8587,8583
153,Oklahoma,Woodward County,40,20211,20385,20205
1,Oregon,Baker County,41,29210,16689,16847
3,Oregon,Benton County,41,279141,95167,96017
5,Oregon,Clackamas County,41,418187,422160,422537
7,Oregon,Clatsop County,41,40224,41089,41810
9,Oregon,Columbia County,41,23457,52631,53074
11,Oregon,Coos County,41,31563,64887,64999
13,Oregon,Crook County,41,24404,24923,25739
15,Oregon,Curry County,41,48954,23503,23683
17,Oregon,Deschutes County,41,197692,199355,204801
19,Oregon,Douglas County,41,351154,111235,111978
21,Oregon,Gilliam County,41,1912,2016,2005
23,Oregon,Grant County,41,18265,7223,7272
25,Oregon,Harney County,41,7393,7491,7575
27,Oregon,Hood River County,41,23382,23943,24057
29,Oregon,Jackson County,41,51626,223394,223734
31,Oregon,Jefferson County,41,658573,24518,25068
33,Oregon,Josephine County,41,87487,88105,88346
35,Oregon,Klamath County,41,68238,69504,70164
37,Oregon,Lake County,41,64386,8149,8276
39,Oregon,Lane County,41,1535,382940,383189
41,Oregon,Lincoln County,41,13024,50472,50862
43,Oregon,Linn County,41,226706,128936,129839
45,Oregon,Malheur County,41,30571,31608,31693
47,Oregon,Marion County,41,29709,346202,347119
49,Oregon,Morrow County,41,35328,12191,12303
51,Oregon,Multnomah County,41,812855,815871,803377
53,Oregon,Polk County,41,19964,87863,89164
55,Oregon,Sherman County,41,5917,1872,1907
57,Oregon,Tillamook County,41,27036,27471,27748
59,Oregon,Umatilla County,41,77950,80011,79988
61,Oregon,Union County,41,38682,26149,26212
63,Oregon,Wallowa County,41,7208,7387,7545
65,Oregon,Wasco County,41,26682,26611,26726
67,Oregon,Washington County,41,16326,600689,600811
69,Oregon,Wheeler County,41,7855,1457,1451
71,Oregon,Yamhill County,41,107100,107832,108239
1,Pennsylvania,Adams County,42,517421,103795,104127
3,Pennsylvania,Allegheny County,42,1216045,1248717,1238090
5,Pennsylvania,Armstrong County,42,64735,65445,65093
7,Pennsylvania,Beaver County,42,5311,167732,166624
9,Pennsylvania,Bedford County,42,47888,47523,47461
11,Pennsylvania,Berks County,42,421164,428694,429342
13,Pennsylvania,Blair County,42,121829,122518,121767
15,Pennsylvania,Bradford County,42,28201,59858,59892
17,Pennsylvania,Bucks County,42,628270,646008,646098
19,Pennsylvania,Butler County,42,19448,193851,194273
21,Pennsylvania,Cambria County,42,130192,132957,132167
23,Pennsylvania,Cameron County,42,4447,4519,4459
25,Pennsylvania,Carbon County,42,10725,64751,65412
27,Pennsylvania,Centre County,42,162385,157929,157527
29,Pennsylvania,Chester County,42,524989,534645,538649
31,Pennsylvania,Clarion County,42,38438,37178,37156
33,Pennsylvania,Clearfield County,42,79255,80394,80082
35,Pennsylvania,Clinton County,42,37562,37350,37465
37,Pennsylvania,Columbia County,42,23457,64667,64872
39,Pennsylvania,Crawford County,42,63257,83723,83351
41,Pennsylvania,Cumberland County,42,10766,259996,262919
43,Pennsylvania,Dauphin County,42,278299,286544,287400
45,Pennsylvania,Delaware County,42,114135,576388,573849
